Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2021-05-20;61,4565;63,0766;61,3221;63,0766;3.972.326;248.682.301
2021-05-19;62,1112;62,128;60,34;60,8269;3.339.474;203.821.249
2021-05-18;62,7744;63,4544;62,2036;62,7828;2.814.401;177.061.028
2021-05-17;62,1616;62,7156;61,7419;62,3882;1.789.219;111.466.174
2021-05-14;61,1291;62,1784;60,2812;62,0776;2.949.459;181.867.112
2021-05-13;60,5331;61,0451;58,7954;60,6674;3.367.367;201.875.715
2021-05-12;60,575;61,4732;60,1217;61,2466;3.003.232;183.123.992
2021-05-11;61,1542;61,3641;60,021;60,7429;3.908.689;236.633.317
2021-05-10;61,8342;62,0525;61,5824;61,9182;3.120.695;193.056.955
2021-05-07;61,4313;61,7251;60,5163;61,6243;4.386.212;269.088.997
2021-05-06;61,1542;61,255;59,9035;61,0619;3.865.842;234.800.871
2021-05-05;59,2487;60,7261;58,8458;60,5331;7.682.131;460.428.128
2021-05-04;62,5477;62,9591;60,6925;60,7849;3.777.958;232.414.662
2021-05-03;62,3715;63,0094;62,1196;62,4638;1.906.550;119.304.572
2021-04-30;61,8006;62,6821;61,5992;62,1616;3.161.511;196.587.769
2021-04-29;63,1186;63,1605;61,1542;61,8594;4.430.457;274.745.228
2021-04-28;63,0682;63,4124;62,6905;63,1018;2.270.512;143.277.945
2021-04-27;62,7156;62,8332;62,0105;62,6317;2.822.439;176.474.675
2021-04-26;62,3882;62,7324;61,2886;62,6988;3.098.059;192.653.299
2021-04-23;62,6737;63,085;60,9864;61,8678;3.315.973;205.877.361
2021-04-22;62,1448;62,6233;61,297;61,9349;2.596.599;160.586.034
2021-04-21;62,0441;62,4722;60,5163;61,7587;4.157.814;255.987.486
2021-04-20;64,0588;64,8227;61,7587;61,8594;5.040.247;315.621.390
2021-04-19;65,4355;65,469;63,5635;63,765;3.865.046;247.899.167
2021-04-16;64,596;65,4439;64,4197;64,9654;6.328.404;411.239.601
2021-04-15;63,4544;63,6978;63,0514;63,2613;2.925.061;185.288.342
2021-04-14;63,5887;63,7062;62,9171;63,3033;2.872.777;181.855.491
2021-04-13;64,3022;64,6296;63,5047;63,5047;3.198.664;204.330.611
2021-04-12;63,0262;64,5876;63,0262;63,7733;4.344.273;277.781.017
2021-04-09;62,5393;63,3788;62,4134;62,8835;3.510.160;220.572.714
2021-04-08;64,2099;64,3442;61,5404;62,2959;4.825.099;301.516.656
2021-04-07;63,4544;64,3358;63,3033;63,4711;3.220.238;205.329.055
2021-04-06;64,0672;64,5121;63,3033;63,362;3.149.109;201.125.137
2021-04-01;62,9591;63,5047;62,3715;63,2445;3.813.131;240.016.666
2021-03-31;63,6474;64,0336;63,4879;63,8069;5.446.375;347.430.035
2021-03-30;62,3715;63,7482;62,2204;63,7482;4.925.726;311.208.155
2021-03-29;61,6915;62,1364;61,1123;61,8762;3.241.255;200.348.793
2021-03-26;61,2802;61,6831;60,9528;61,5068;3.729.867;229.052.730
2021-03-25;59,6852;60,9528;59,5845;60,8604;4.072.433;245.597.245
2021-03-24;60,3568;60,4323;59,5425;60,1469;5.041.222;302.647.109
2021-03-23;61,7922;61,8678;60,2896;60,9528;4.858.804;296.000.619
2021-03-22;61,4397;62,6737;61,0619;62,2539;3.232.091;200.860.192
2021-03-19;61,3641;62,2875;61,1794;61,9349;11.110.810;688.025.699
2021-03-18;60,4407;62,3966;60,4071;62,3966;10.039.072;620.202.515
2021-03-17;59,9119;60,5079;58,703;59,8783;5.925.155;352.735.284
2021-03-16;58,9297;60,1217;58,9213;59,8195;5.304.297;316.879.574
2021-03-15;59,1899;60,063;58,5939;58,829;4.977.565;294.127.749
2021-03-12;58,8793;59,3998;58,703;59,3662;7.050.788;416.759.998
2021-03-11;61,1123;61,3305;59,8363;60,5163;3.325.099;200.916.314
2021-03-10;60,2644;60,978;59,7608;60,978;4.024.666;243.922.454
2021-03-09;60,6086;61,2634;59,6516;60,3652;5.094.173;307.562.293
2021-03-08;59,6013;61,2466;59,4334;60,852;5.470.775;330.657.910
2021-03-05;58,9633;59,6516;58,4596;58,9465;3.785.401;223.721.169
2021-03-04;57,9559;59,6348;57,8048;59,2487;5.056.623;297.666.267
2021-03-03;57,9224;58,9129;57,7125;58,2413;4.357.668;254.287.258
2021-03-02;55,8237;57,6285;55,765;57,3095;4.548.634;259.607.756
2021-03-01;56,1595;56,3358;55,085;55,9161;3.238.145;180.421.015
2021-02-26;54,6988;56,00;54,5393;55,6139;4.272.721;237.010.144
2021-02-25;55,8237;56,3526;55,3452;55,3452;2.674.745;149.090.664
2021-02-24;54,9003;55,681;54,8416;55,2697;3.123.372;172.894.223
2021-02-23;56,1259;56,361;54,3715;54,8416;4.171.637;229.694.249
2021-02-22;56,00;56,2183;55,4208;56,0756;2.433.599;136.157.015
2021-02-19;56,6632;56,7555;55,681;56,4281;3.976.808;224.036.540
2021-02-18;56,1175;56,7471;55,2781;56,1511;5.263.893;295.298.791
2021-02-17;54,6401;55,2193;54,2539;54,9339;3.956.756;216.982.346
2021-02-16;54,3966;55,1689;54,3127;54,5729;2.141.347;117.155.914
2021-02-15;54,5813;54,766;54,0105;54,4302;2.090.541;113.634.798
2021-02-12;54,1868;54,5393;53,8258;54,2791;2.637.743;142.971.951
2021-02-11;54,9591;55,32;54,5393;54,6065;2.611.439;143.144.172
2021-02-10;55,4963;55,7566;54,0525;54,6401;3.487.923;191.734.488
2021-02-09;55,4963;55,6139;54,9087;55,2361;2.621.045;144.936.315
2021-02-08;56,2434;56,6128;55,4544;55,7398;3.642.767;203.644.616
2021-02-05;55,3956;56,3358;54,5226;56,235;7.176.095;400.928.138
2021-02-04;54,4638;55,5299;54,0693;55,32;8.628.707;474.358.561
2021-02-03;50,8625;54,5645;50,4512;54,1952;11.660.947;616.019.679
2021-02-02;49,4439;50,5519;49,3599;49,7629;4.014.471;200.576.934
2021-02-01;49,3599;49,3683;48,7639;49,0157;2.772.687;135.975.858
2021-01-29;47,7566;49,4271;47,5803;48,7891;6.697.781;326.703.436
2021-01-28;47,5215;48,4533;46,5981;48,3442;4.598.464;218.904.080
2021-01-27;49,3179;49,3599;47,3956;48,0588;5.162.389;248.347.616
2021-01-26;48,0839;49,7629;47,7062;49,4355;3.712.870;182.515.489
2021-01-25;49,9056;50,4932;47,7398;48,2183;5.586.289;272.870.938
2021-01-22;49,0661;50,2413;48,4533;49,5866;5.494.358;272.633.524
2021-01-21;48,8143;49,9643;48,8143;49,5614;5.248.910;259.927.494
2021-01-20;46,8499;48,6128;46,7828;48,6128;4.546.748;218.658.563
2021-01-19;47,7985;47,8153;46,5561;46,6737;4.041.772;189.382.812
2021-01-18;46,6821;47,6055;46,5393;47,5719;2.486.254;117.822.483
2021-01-15;47,9748;48,361;46,7324;47,2277;4.938.679;235.017.129
2021-01-14;47,9916;49,3599;47,9664;48,5289;3.543.782;172.916.455
2021-01-13;48,5792;48,7807;47,8069;48,042;3.218.449;155.032.061
2021-01-12;48,0588;48,8227;47,7398;48,7975;3.727.467;180.673.324
2021-01-11;48,1007;48,3442;47,2949;47,9748;3.473.437;166.329.129
2021-01-08;49,192;49,3599;47,8405;48,4281;3.732.503;180.621.183
2021-01-07;47,9664;48,9822;47,7398;48,5121;4.203.936;203.784.478
2021-01-06;48,0672;48,6044;46,808;47,3704;4.676.797;222.464.024
2021-01-05;47,362;48,5121;47,1354;47,7566;3.168.194;151.062.608
2021-01-04;48,8478;49,3599;47,3452;47,765;3.379.730;163.031.006
2020-12-30;48,6884;49,0745;48,4449;48,5121;1.559.128;75.884.473
2020-12-29;49,6789;49,7712;48,638;48,8478;1.803.150;88.441.700
2020-12-28;49,914;50,3085;49,0913;49,234;2.386.789;118.171.865
2020-12-23;48,1007;49,2508;48,1007;49,1249;3.225.904;157.745.533
2020-12-22;47,5971;48,3274;47,3872;47,5467;2.316.885;110.645.755
2020-12-21;47,8489;47,8489;46,0189;47,3368;5.168.679;243.228.771
2020-12-18;49,0745;49,7377;48,8143;49,2508;11.265.237;555.005.291
2020-12-17;49,6957;50,0986;49,1417;49,1417;3.576.099;176.554.656
2020-12-16;48,8311;50,191;48,7723;49,3347;5.680.341;281.751.032
2020-12-15;47,4292;48,7219;47,32;48,6716;3.515.795;170.125.643
2020-12-14;46,5897;47,9412;46,4302;47,32;3.672.496;174.180.483
2020-12-11;47,1941;47,5803;46,4806;46,5981;4.296.540;200.992.332
2020-12-10;48,1427;48,3106;46,9843;47,2781;3.478.226;165.080.271
2020-12-09;48,4113;49,0577;48,2854;48,2854;3.720.897;180.786.552
2020-12-08;48,3945;48,6044;48,1847;48,2686;2.576.590;124.596.252
2020-12-07;48,5289;48,8562;47,8993;48,4365;2.959.115;142.861.233
2020-12-04;47,6139;48,8646;47,5551;48,8646;4.560.280;220.966.277
2020-12-03;48,2434;48,3274;47,5215;47,6558;3.218.236;154.083.559
2020-12-02;48,1931;48,3358;47,681;48,2602;2.947.852;141.789.643
2020-12-01;47,8405;48,3022;47,723;48,3022;3.598.389;173.398.911
2020-11-30;47,085;48,1679;46,8919;47,3872;6.424.474;305.698.845
2020-11-27;47,4292;47,7146;46,9087;47,5047;4.233.414;200.640.685
2020-11-26;48,0839;48,1091;47,085;47,085;2.878.176;136.213.015
2020-11-25;48,7723;48,8311;47,6055;48,1931;4.342.707;208.758.446
2020-11-24;47,639;48,6464;47,4627;48,6464;6.173.380;297.761.112
2020-11-23;46,8667;47,723;46,6737;47,0094;5.261.072;248.639.783
2020-11-20;46,1196;46,8835;45,9685;46,6065;3.801.493;177.204.320
2020-11-19;46,5897;46,9171;46,1868;46,2288;4.927.309;228.761.578
2020-11-18;45,49;46,9759;45,4313;46,7576;5.526.185;256.953.849
2020-11-17;45,1123;45,7838;44,7261;45,7838;4.428.533;201.206.931
2020-11-16;44,4911;45,2886;44,0965;45,1459;5.354.116;240.378.299
2020-11-13;43,5257;44,2728;43,4334;44,0714;3.774.650;166.021.166
2020-11-12;43,9035;44,5414;43,4921;43,8195;3.960.206;173.851.352
2020-11-11;43,8279;44,8688;43,8111;44,4827;4.844.715;215.544.841
2020-11-10;42,5939;44,7765;42,5687;44,4911;8.792.388;386.062.025
2020-11-09;41,2886;43,4837;41,0031;42,5603;10.547.624;448.787.392
2020-11-06;41,2298;41,469;40,0881;40,4407;4.767.768;193.503.170
2020-11-05;40,7681;41,5656;40,554;41,4816;6.309.863;260.234.820
2020-11-04;38,8751;40,5582;38,2455;40,3106;6.982.847;277.091.191
2020-11-03;38,9507;39,9244;38,8751;39,6222;5.777.783;228.738.545
2020-11-02;37,4858;38,7828;37,1375;38,4638;4.854.455;185.865.377
2020-10-30;36,4323;37,5614;36,1973;37,2718;5.019.235;186.779.168
2020-10-29;37,0031;37,8258;36,999;37,1249;6.018.571;224.635.600
2020-10-28;38,086;38,2875;36,8353;37,1417;8.539.544;320.061.218
2020-10-27;40,34;40,4743;39,383;39,5047;4.725.492;187.495.922
2020-10-26;40,2267;41,0997;39,9412;40,2644;4.120.712;166.813.427
2020-10-23;41,2172;41,2298;40,1931;40,6296;4.325.310;176.665.516
2020-10-22;39,7859;40,6212;39,1102;40,2141;4.130.487;165.539.169
2020-10-21;41,1081;41,1081;40,1427;40,2686;3.849.456;156.225.736
2020-10-20;40,9234;41,1165;40,4869;40,8646;2.894.549;118.269.937
2020-10-19;41,3977;41,6957;40,5289;40,9738;3.546.319;145.348.434
2020-10-16;41,1333;41,7167;40,5373;41,469;8.839.604;364.376.483
2020-10-15;39,7608;39,7817;38,51;39,3158;5.611.920;219.455.920
2020-10-14;41,0031;41,2088;40,382;40,5247;3.215.694;130.843.696
2020-10-13;41,1375;41,2634;40,6967;41,0283;3.125.161;128.064.920
2020-10-12;41,0661;41,3347;40,8101;41,1417;3.883.205;159.752.625
2020-10-09;41,0577;41,2802;40,3106;40,4449;3.751.733;152.456.826
2020-10-08;41,2592;41,5404;40,7093;40,9822;3.700.275;151.865.183
2020-10-07;40,3316;41,3977;40,042;41,2088;4.957.884;202.439.700
2020-10-06;40,2938;40,6548;39,6894;40,4029;5.246.167;211.511.329
2020-10-05;39,7398;40,3778;39,7356;40,1511;4.683.737;187.991.912
2020-10-02;38,8709;39,3662;38,5603;39,2445;3.446.295;134.257.718
2020-10-01;39,4544;39,8321;38,8583;39,2403;5.068.145;199.384.213
2020-09-30;38,1784;39,3075;37,8888;38,6443;4.904.014;189.381.818
2020-09-29;38,2371;38,4344;37,8678;38,3547;2.692.757;102.931.212
2020-09-28;37,7754;38,7366;37,6873;38,51;4.783.488;183.828.176
2020-09-25;37,3809;37,6957;36,5289;37,0913;3.466.916;128.542.300
2020-09-24;36,5918;37,8258;36,4323;37,3431;4.070.641;151.686.107
2020-09-23;37,1584;37,9182;36,8017;37,1794;4.000.054;149.937.218
2020-09-22;36,5834;37,1626;36,4827;36,7093;3.812.080;140.394.295
2020-09-21;37,8594;37,8636;36,1679;36,5037;6.799.414;249.664.215
2020-09-18;38,7954;38,9255;38,1784;38,1784;9.562.992;367.666.806
2020-09-17;38,0021;39,1354;37,8636;38,9507;3.366.650;130.226.574
2020-09-16;38,6569;38,8667;38,4092;38,8583;3.497.066;135.345.002
2020-09-15;38,9171;39,148;38,3882;38,6149;2.982.167;115.465.591
2020-09-14;39,5089;39,5803;38,489;38,7576;3.477.644;135.096.276
2020-09-11;38,8332;39,3494;38,7576;39,0724;4.353.589;170.124.520
2020-09-10;38,6988;39,404;38,6359;39,0472;5.293.747;206.785.628
2020-09-09;38,0986;39,1186;37,7754;38,9423;6.183.747;239.470.987
2020-09-08;38,0231;38,4176;37,5068;38,2581;4.982.024;189.173.438
2020-09-07;36,873;38,1616;36,7681;37,8594;5.484.924;206.739.367
2020-09-04;36,1637;36,9318;35,8993;36,4995;4.566.378;166.921.418
2020-09-03;36,3484;37,1962;35,8951;36,382;5.470.570;200.337.676
2020-09-02;35,9454;36,4071;35,7817;36,1637;4.048.270;146.356.754
2020-09-01;36,0965;36,2854;35,064;35,8237;3.870.488;138.354.300
2020-08-31;36,0965;36,4617;35,7104;35,7985;3.964.697;142.682.477
2020-08-28;36,3778;36,4869;35,7943;35,9958;3.494.820;126.049.858
2020-08-27;36,1973;36,7555;36,0378;36,0965;3.830.734;138.984.914
2020-08-26;35,5341;36,1343;35,3242;36,1217;2.790.609;100.311.125
2020-08-25;36,0546;36,2476;35,446;35,5341;3.572.809;127.953.552
2020-08-24;34,8877;35,9622;34,8877;35,9203;3.977.617;141.260.276
2020-08-21;35,3704;35,6348;34,0357;34,531;5.294.089;183.515.220
2020-08-20;35,3242;35,6055;34,9339;35,2277;3.990.374;140.489.500
2020-08-19;35,4166;36,0294;35,2445;36,0294;3.132.817;111.921.049
2020-08-18;35,2613;36,0546;35,0892;35,4376;3.843.394;136.505.644
2020-08-17;35,341;35,7188;35,0178;35,5383;2.004.447;71.144.271
2020-08-14;35,4879;35,5803;34,8709;35,4795;3.177.198;112.023.354
2020-08-13;35,6348;36,1595;35,4627;35,5173;3.173.320;113.524.305
2020-08-12;35,425;36,4323;35,32;35,7775;4.448.509;159.557.583
2020-08-11;34,6401;35,7608;34,6401;35,5047;6.689.361;236.907.039
2020-08-10;34,3505;34,531;33,7754;34,3127;2.356.952;80.630.339
2020-08-07;34,0273;34,128;33,4313;34,0818;2.713.206;91.854.169
2020-08-06;34,1658;34,6359;33,6118;34,0902;3.794.685;129.460.354
2020-08-05;33,9601;34,6065;33,8006;34,2581;4.265.579;146.324.601
2020-08-04;33,4103;33,9056;33,1752;33,7083;4.211.538;141.478.706
2020-08-03;31,4963;32,978;31,4376;32,7891;5.341.717;172.982.518
2020-07-31;32,4449;32,7009;31,3956;31,3956;5.010.156;159.088.517
2020-07-30;33,4858;33,5152;31,8111;32,4029;6.736.163;218.109.760
2020-07-29;33,5488;33,6159;32,9654;33,49;3.643.144;121.743.270
2020-07-28;33,6537;33,8384;33,0325;33,4313;4.167.177;139.168.151
2020-07-27;33,7796;34,0105;33,4229;33,6369;3.061.580;103.098.887
2020-07-24;33,5866;34,1154;33,4187;33,5362;4.299.840;144.928.727
2020-07-23;33,5782;35,0724;33,5782;34,2749;8.733.870;301.224.620
2020-07-22;33,0367;33,2256;32,4701;32,873;4.110.129;134.928.814
2020-07-21;33,1668;33,6789;32,8814;33,1333;5.365.469;178.868.443
2020-07-20;32,9066;32,9108;32,1427;32,6464;4.000.951;130.218.908
2020-07-17;32,9066;33,4858;32,6464;33,0199;8.046.560;265.640.641
2020-07-16;31,5425;31,9412;31,1941;31,6222;3.931.019;124.144.678
2020-07-15;31,2949;31,8993;31,0766;31,639;4.499.818;142.036.738
2020-07-14;30,7576;31,1563;30,6401;31,0556;3.447.844;106.578.086
2020-07-13;31,4376;31,6726;30,829;31,3033;3.495.508;109.114.836
2020-07-10;29,6915;30,9213;29,6495;30,787;4.798.038;145.515.166
2020-07-09;31,1144;31,3326;30,2833;30,3463;3.976.789;122.228.679
2020-07-08;31,4795;31,9916;31,1144;31,2193;5.666.120;178.683.495
2020-07-07;31,5887;32,1679;31,1899;31,5929;4.039.067;128.232.171
2020-07-06;31,7817;32,235;31,3536;31,744;4.474.256;142.009.620
2020-07-03;31,4795;31,6726;30,6149;30,7786;3.387.458;105.104.098
2020-07-02;30,2875;31,6474;30,1196;31,1983;6.373.363;197.763.274
2020-07-01;30,3631;30,3631;29,3977;29,9349;4.606.243;137.876.938
2020-06-30;30,4722;30,5981;29,6957;30,3421;4.863.524;146.694.160
2020-06-29;29,3347;30,489;29,3347;30,1448;6.185.292;185.622.916
2020-06-26;30,6611;30,745;29,2256;29,3893;4.779.630;142.353.262
2020-06-25;29,171;30,3966;28,9066;30,0818;6.395.899;191.112.586
2020-06-24;31,0598;31,1563;29,1459;29,2508;8.093.947;240.966.124
2020-06-23;31,0556;31,8111;30,5184;31,1312;6.734.562;210.765.347
2020-06-22;30,3882;31,064;30,0105;30,8164;5.108.570;156.802.278
2020-06-19;31,2907;31,4502;30,7744;30,8583;11.940.077;370.992.445
2020-06-18;31,0598;31,5383;30,3841;30,8332;7.634.721;236.336.682
2020-06-17;31,1354;31,6978;30,4218;31,064;8.474.480;262.891.572
2020-06-16;31,4963;31,8447;30,3295;31,0682;8.959.624;280.327.229
2020-06-15;29,1081;30,1826;28,7891;29,9475;6.982.957;206.644.219
2020-06-12;29,6453;31,4082;29,4145;30,2371;10.153.036;309.597.812
2020-06-11;30,9759;31,5887;29,6453;29,6453;11.714.477;356.877.665
2020-06-10;33,2256;33,6118;31,8069;32,5708;7.367.387;240.213.772
2020-06-09;33,6201;33,8258;31,6348;32,7093;9.782.790;318.907.096
2020-06-08;32,8311;34,829;32,7051;33,6663;9.160.145;310.676.564
2020-06-05;31,5299;33,49;31,4544;33,4313;11.926.426;391.789.917
2020-06-04;30,2623;31,4795;29,7209;31,0598;9.841.100;302.943.718
2020-06-03;30,8164;31,8909;30,3421;31,8447;9.708.055;303.961.692
2020-06-02;29,3809;30,8751;29,2676;30,1868;12.380.237;374.934.050
2020-05-29;28,7639;28,9528;28,021;28,021;15.232.116;429.936.668
2020-05-28;30,4722;30,5855;28,9402;29,4229;6.691.974;198.044.689
2020-05-27;27,5761;30,1826;27,4837;29,8426;14.144.189;416.920.442
2020-05-26;27,1144;27,4921;26,8458;27,4166;5.807.269;158.230.499
2020-05-25;26,6946;26,7576;26,0483;26,7576;3.643.867;96.472.505
2020-05-22;25,7125;27,0934;25,5572;26,3085;6.800.944;179.519.170
2020-05-21;26,5603;27,0808;26,2162;26,3966;5.252.172;139.637.289
2020-05-20;26,0441;27,0556;25,2508;26,8709;7.655.457;201.368.090
2020-05-19;26,5268;26,7576;25,3137;26,0273;8.311.956;215.260.418
2020-05-18;24,0252;26,2204;24,0168;26,1742;8.789.468;223.020.981
2020-05-15;23,5467;24,1301;23,022;23,5089;7.046.038;165.967.420
2020-05-14;23,6558;23,8153;22,0735;23,1815;11.588.909;265.704.189
2020-05-13;25,2676;25,3137;24,0126;24,0252;7.003.252;172.552.126
2020-05-12;25,7083;26,2791;25,6789;25,6831;3.882.292;100.555.938
2020-05-11;26,6695;26,9381;25,7838;25,9895;5.189.547;136.237.381
2020-05-08;25,5866;26,5729;25,3137;26,5729;5.593.451;145.791.850
2020-05-07;25,2718;25,7419;25,1333;25,2634;5.498.011;139.395.576
2020-05-06;25,809;25,8594;25,1039;25,1039;5.941.326;150.752.517
2020-05-05;25,5782;26,2413;25,3683;25,809;7.800.300;200.786.028
2020-05-04;25,2676;25,4439;24,2644;24,8814;9.017.174;223.988.900
2020-04-30;27,4795;28,0714;26,1406;26,4722;10.483.454;281.476.593
2020-04-29;25,8426;27,2571;25,2676;27,2319;8.373.178;221.921.626
2020-04-28;24,7009;26,0063;24,5876;25,5278;8.604.212;218.344.831
2020-04-27;23,9244;24,6128;23,7817;24,6128;5.837.706;141.083.605
2020-04-24;23,6306;24,1217;23,0724;23,1354;6.454.533;151.407.570
2020-04-23;23,5719;24,3903;23,2697;24,1217;5.948.906;141.745.516
2020-04-22;23,3242;23,4292;22,9801;23,3788;4.792.669;111.406.403
2020-04-21;23,5887;23,5929;22,8541;23,0262;7.132.103;165.111.434
2020-04-20;24,8017;24,8353;23,2529;24,0714;7.845.624;187.840.673
2020-04-17;24,042;24,873;23,765;24,3778;10.025.711;244.062.757
2020-04-16;23,744;24,1889;22,9171;23,2445;6.250.943;146.866.085
2020-04-15;24,7933;24,7933;23,1102;23,1857;7.707.636;181.126.376
2020-04-14;25,893;25,9601;24,6506;24,68;6.914.281;173.054.144
2020-04-09;24,3442;25,0661;23,6768;25,0493;10.599.241;260.107.900
2020-04-08;23,4627;24,0252;22,7828;23,6097;6.509.100;152.189.658
2020-04-07;24,3358;24,9948;22,6527;23,6222;10.098.973;241.593.826
2020-04-06;21,7838;22,9549;21,6118;22,9549;8.032.683;180.020.606
2020-04-03;21,1123;21,2802;20,3987;20,5834;6.904.879;143.493.087
2020-04-02;21,6159;22,3211;20,4113;21,1333;9.829.975;209.207.586
2020-04-01;22,2455;22,3379;21,4271;21,4271;7.753.522;168.487.971
2020-03-31;23,1186;24,1553;22,3841;23,1018;8.352.092;193.446.206
2020-03-30;22,9381;23,3158;22,0525;22,8374;7.923.726;179.128.389
2020-03-27;24,1175;24,4617;22,6443;22,8332;10.520.844;244.508.591
2020-03-26;24,2686;24,8353;23,2277;24,8353;13.235.912;320.542.066
2020-03-25;25,5614;26,7786;23,7733;24,9864;18.032.468;451.758.368
2020-03-24;20,7345;24,5792;20,5708;24,5792;16.111.428;365.571.685
2020-03-23;18,2288;19,723;18,0231;19,3116;14.503.876;274.127.084
2020-03-20;19,3075;20,0881;19,0136;19,0346;19.851.220;383.196.555
2020-03-19;18,468;19,404;17,6411;18,3337;13.715.200;250.708.135
2020-03-18;19,4627;20,0336;17,9853;18,5352;12.335.453;232.626.397
2020-03-17;20,1889;20,9024;18,0483;20,4407;16.120.271;310.717.842
2020-03-16;20,1469;20,4365;18,6149;19,2403;17.579.092;339.200.089
2020-03-13;22,2875;24,4365;20,9738;21,532;23.990.089;535.429.955
2020-03-12;24,6632;24,8856;21,0577;21,0661;24.212.524;548.790.206
2020-03-11;26,2497;27,1563;25,5866;25,9601;10.457.817;273.543.283
2020-03-10;25,9517;27,5803;25,3179;25,7503;14.619.792;384.388.572
2020-03-09;27,0304;27,043;25,2256;25,3305;18.478.012;480.837.349
2020-03-06;29,5992;29,9349;28,6086;29,2634;12.116.672;354.050.535
2020-03-05;31,6642;31,7146;30,2833;30,3841;7.359.674;226.036.218
2020-03-04;30,9213;31,6474;30,5813;31,5887;7.839.217;246.093.149
2020-03-03;31,5299;32,0336;30,5855;30,7828;10.398.807;326.454.540
2020-03-02;31,8993;32,0797;30,6401;31,1689;8.998.471;281.201.862
2020-02-28;31,1983;31,7482;30,8248;31,5131;14.492.190;453.281.718
2020-02-27;32,915;33,255;32,2015;32,6044;9.367.874;306.580.056
2020-02-26;32,9486;33,8174;32,1301;33,7335;9.621.930;319.716.990
2020-02-25;33,6789;33,7587;32,7135;33,1584;8.281.316;275.285.194
2020-02-24;34,6905;34,7828;33,1794;33,3473;12.014.359;404.915.819
2020-02-21;36,4407;36,8772;35,3452;35,7566;7.888.839;283.870.464
2020-02-20;35,8195;37,1962;35,5089;36,7219;6.972.978;255.050.992
2020-02-19;35,8321;35,9706;35,3284;35,9035;3.720.387;132.978.696
2020-02-18;36,1805;36,277;35,6516;35,6516;4.896.964;175.575.904
2020-02-17;36,6842;37,1291;36,5079;36,6632;3.399.987;125.063.016
2020-02-14;36,2644;36,9486;36,1259;36,1511;3.866.093;141.021.952
2020-02-13;36,3484;36,7093;35,9412;36,3022;5.010.857;181.805.264
2020-02-12;35,7733;37,0535;35,7608;36,9318;5.926.410;217.369.872
2020-02-11;37,4019;37,5782;35,5971;35,7901;9.194.471;334.075.584
2020-02-10;36,0881;36,5708;35,8237;36,1343;4.397.420;159.012.752
2020-02-07;36,8353;36,8353;35,8615;36,00;5.302.216;191.627.824
2020-02-06;37,3893;37,6747;36,9444;36,999;4.430.827;165.083.552
2020-02-05;36,6254;36,9822;36,3778;36,9822;7.222.671;264.509.312
2020-02-04;35,1312;35,7272;34,9339;35,5509;4.158.716;147.535.744
2020-02-03;35,1522;35,2445;34,766;34,9381;4.829.448;168.801.856
2020-01-31;35,9664;36,063;34,9801;35,0934;5.962.266;210.372.544
2020-01-30;36,0714;36,4197;35,7985;35,9203;3.940.516;141.908.816
2020-01-29;36,4743;36,7093;36,1595;36,4449;3.929.193;143.153.856
2020-01-28;35,8363;36,4995;35,3578;36,3358;6.647.158;239.376.208
2020-01-27;36,3736;36,4575;35,5845;35,7398;6.510.854;233.893.440
2020-01-24;37,4061;37,5278;36,7261;36,8856;5.941.056;220.401.712
2020-01-23;37,7796;38,1154;37,1291;37,297;5.630.666;211.344.672
2020-01-22;39,0808;39,9664;37,9056;38,1238;8.917.134;342.739.808
2020-01-21;38,8499;39,2655;38,5729;38,9507;3.290.256;128.025.264
2020-01-20;39,0388;39,2739;38,7954;39,0892;2.776.286;108.426.616
2020-01-17;39,7314;39,8825;39,1689;39,1941;4.540.893;178.703.088
2020-01-16;39,6978;39,8321;39,085;39,3494;4.476.134;176.192.352
2020-01-15;40,6758;40,68;39,5761;39,6558;5.804.031;231.184.864
2020-01-14;41,0199;41,276;40,5205;40,6758;4.132.240;168.472.176
2020-01-13;41,6369;41,6369;40,7303;41,0451;3.061.440;125.615.912
2020-01-10;41,851;41,893;41,4313;41,4942;3.102.034;129.023.112
2020-01-09;41,8888;42,0986;41,6747;41,7041;3.070.030;128.388.176
2020-01-08;40,9654;41,5488;40,8646;41,5278;2.634.658;108.852.312
2020-01-07;41,1752;41,5908;41,0577;41,297;2.790.759;115.234.088
2020-01-06;40,575;40,9696;40,0714;40,9696;3.409.802;138.392.880
2020-01-03;41,6789;41,7461;40,6758;41,192;3.977.409;163.486.768
2020-01-02;41,4732;42,2329;41,3515;41,9517;2.946.354;123.556.912
2019-12-30;41,6369;41,7629;41,3515;41,4439;1.543.662;63.994.108
2019-12-27;41,8006;42,1238;41,6957;41,8384;2.343.326;98.164.888
2019-12-23;41,7209;41,8258;41,3263;41,7922;2.973.686;123.739.000
2019-12-20;41,8174;42,0567;41,6873;41,9475;10.360.052;433.960.928
2019-12-19;42,1406;42,2581;41,3641;41,8972;4.136.352;172.882.096
2019-12-18;42,6779;42,8877;42,1574;42,2329;3.573.512;151.376.352
2019-12-17;42,6443;42,9465;42,5184;42,8541;4.229.035;181.044.800
2019-12-16;42,8122;42,8122;42,2749;42,6946;3.160.595;134.677.760
2019-12-13;42,8122;43,3914;42,2749;42,5016;6.644.140;283.607.840
2019-12-12;41,532;42,1658;41,1123;41,9056;3.696.019;154.291.792
